Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Fénix Capurro",Uruguay,120,113,230376682
"FK Dordui",Kirgisistan,132,125,230280992
"FK Attack Avarua",Cook-Inseln,123,115,230276327
"Athlétic Malleco",Chile,135,127,230270291
"Unión Caracas",Venezuela,100,91,230231489
"Semantchi FK",Usbekistan,223,154,229961002
"CF Rekantu",Vanuatu,119,111,229844446
"Mumbeii FC",Indien,116,105,229743218
"SPD Galaxy","St. Kitts und Nevis",122,114,229671750
"South of Bengal \'09 FC",Indien,133,127,229486661
"WSU Zuidhaven 1925",Curaçao,136,128,229477853
"ELK Maiduguri",Nigeria,118,110,229227540
"KV Nazran 92",Russland,116,108,229225717
"Dynamit Kiew",Ukraine,308,125,229177903
"ST Bozen 1996",Italien,230,135,229075567
"WK Hamilton United",Neuseeland,133,126,228969724
"Huvnar Tórshavn",Färöer,129,107,228890328
"Conakry HFC",Guinea,126,116,228864219
"Phobul Ratchaburi",Thailand,198,150,228826467
"Maslamatla FK",Lesotho,142,135,228772704
"Académico CG",Guatemala,131,125,228535180
"SC Nei Tel-Aviv",Israel,111,101,228451478
"Edu Al-Fasher",Sudan,138,131,228394283
"AS Bramari",Eritrea,128,120,228281637
"Helial ASC","Vereinigte Arabische Emirate",120,112,228250199
"Halifax Galaxy",Kanada,178,124,228110057
"Atlantic Bambarra","Turks- und Caicosinseln",129,121,228086453
"Sportivo Camas",Kuba,123,115,228081668
"FK Kuro",Tadschikistan,132,125,228052956
"Watford Elks",England,210,139,227989156
"FK Ba",Fidschi,140,132,227941261
"Characato Arequipa",Peru,210,136,227858706
"Atlético Mejillones",Chile,133,126,227851957
"Dynamique Micomeseng",Äquatorialguinea,143,136,227759144
"FC Arming ",Gambia,134,127,227755905
"Golden Archor",Südafrika,126,119,227715264
"Minnesota City CF","Vereinigte Staaten",114,88,227701618
"Arsenal Mansfield",England,66,49,227689445
"ACF Ayr",Schottland,154,146,227657112
"FC Fogoue",Kamerun,123,115,227413188
"SC Waterford",Irland,148,111,227014553
"Hangzhou Greenies",China,135,129,226976936
"SSC Rumelange",Luxemburg,86,78,226960212
"FK Vrapče 76",Kroatien,122,113,226894552
"Zulu Conquerors",Südafrika,133,126,226894416
"BSP Kelantan",Malaysia,131,124,226612562
"Rayo Jumilla",Spanien,124,116,226469720
"Tauri FC",Panama,134,126,226418493
"Rayid Larbaâ ",Algerien,141,134,226412507
"SC Džepčište 05",Mazedonien,112,105,226342452
"Škundelja Tetovo",Mazedonien,102,94,226329582
"Queenstown United",Neuseeland,86,64,226296844
"Northern Superstars",St. Lucia,161,123,226196587
"CCI Juazeiro",Brasilien,130,123,226132184
"BH Américano",Brasilien,163,132,226113910
"FC Mana Mariete",Guyana,138,130,226085055
"BA Unión de Chicago",Argentinien,120,112,226076422
"Stade Conakry",Guinea,153,135,226051427
"FC Portless United",Jamaika,125,118,225935170
"FK Olomouc",Tschechien,79,45,225925697
"Bauchi Elephants",Nigeria,119,112,225801736
"Matosinhos Leixões",Portugal,295,103,225782056
"HFC Muqdisho",Somalia,137,129,225766426
"Concordia Marigot",Saint-Martin,134,126,225597920
Mahibadaduh,Malediven,130,122,225444592
"FK Pago Pago Church",Amerikanisch-Samoa,120,112,225433322
"Tornado Sar-e-Pul CF",Afghanistan,138,130,225163423
"SA Mars",Tahiti,156,135,225138704
"Brades Eagles SC",Montserrat,115,107,224815924
"KF Tărlungeni",Rumänien,126,119,224672265
"Weilai Togun",Samoa,138,130,224638366
Geşümehanospor,Türkei,129,107,224524014
"FK Yasefkon",Usbekistan,140,132,224319930
"Gendarmerie NCF",Niger,136,128,224200285
"Venados Mazatenango",Guatemala,119,111,224173142
"Thimphu FC \'87",Bhutan,134,126,224148100
"Berak Tigippo",Vanuatu,89,81,224099815
"FK Soumba",Guinea,125,118,223836595
"Bolton Nomads",England,166,93,223748848
"FC Tarkwas",Ghana,132,126,223599889
"Azam Soccer",Tansania,129,122,223472662
"FCS Makurdi",Nigeria,135,128,223464034
"FC Stade Comboni","Zentralafrikanische Republik",137,129,223448529
"Sporting Kiyovu",Ruanda,141,133,223407203
"Lokhtar Donezk",Ukraine,150,136,223387321
"Lugan County",Nordirland,132,124,223270401
"Salesia Lubumbashi","Demokratische Republik Kongo",141,135,223151282
"Hilal Al-Hubayed",Sudan,137,130,223141895
"Stal Kharkiv",Ukraine,154,104,223036007
"Taurul Chișinău",Moldawien,97,89,223014352
"Xhô Thanh Hóa",Vietnam,119,111,222937371
"Dolphins Harcourt",Nigeria,132,125,222790072
"Kilkee FC",Irland,149,114,222784263
"Hellas Agrinio",Griechenland,204,121,222776205
"Lazio Latina",Italien,118,102,222695087
"FC Al Ahmed",Kuwait,137,129,222541982
"Uno Seregno 1923",Italien,118,110,222508714
"Turopolje Gorica",Kroatien,144,136,222438736
"Valle Guanare",Venezuela,120,112,222378674
"León Antofagasta",Chile,117,110,222180465
"Chicó Tunja 04",Kolumbien,126,118,222154114
"Negros Blancos",Guinea-Bissau,135,128,221985723
"Kingston United","Britische Jungferninseln",136,130,221972738
"Glacia SC",Gibraltar,83,76,221917805
"Youth Hitaii",Tahiti,157,110,221711272
"Hamilton Spices",Bermuda,142,134,221607947
"Racing Tenerife",Spanien,121,94,221534124
"Arbroath Soccer",Schottland,137,129,221501801
"KF Dunajská 1905",Slowakei,133,110,221454727
"Tarajo FC",Palästina,132,126,221374277
"Fiatalok Felcsút AC",Ungarn,121,114,221372805
"Soccerstars BM",Guadeloupe,132,124,221247241
"Uniøn Bryne",Norwegen,132,124,221222053
"Merseyside Birk",England,113,105,221178446
"Real Mérida",Venezuela,135,128,221148517
"Sportivo Mineiro",Brasilien,175,96,221103295
"Laroste Prim",Tonga,132,126,221098843
"FF Naeuta",Tuvalu,125,117,221092090
"Siyinqaba HFC",Simbabwe,113,105,221060113
"FC Angrokgung",Nordkorea,177,137,221047471
"Rot-Weiß Regensburg",Deutschland,203,108,220950574
"Lioli Tse Nala",Lesotho,160,153,220863724
"KVV St. Peters","Sint Maarten",123,116,220634299
"FC Kenya Army",Kenia,122,116,220633358
"SC Oaks",Ghana,188,133,220557678
"AFK Eberau",Österreich,106,98,220385157
"AB Oaxaca",Mexiko,106,98,220376869
"Adelaide City CF",Australien,94,81,220291276
"SSV Pavia",Italien,87,79,220250253
"FK Metallica Jajce","Bosnien und Herzegowina",154,147,220243481
"Sporting Baucau",Osttimor,135,127,220222026
"US Liqui̤çá",Osttimor,120,111,220181734
"VS Acquaviva",San Marino,157,126,220160149
"Sporting Marcos",Guatemala,127,119,220082814
"CSS Chiangrai",Thailand,197,161,220048790
"Dedebit Officers",Äthiopien,139,131,220041779
"Ethnikos Volos",Griechenland,127,118,220017456
"FC Kristianstad",Schweden,138,112,219995540
Şunıarfanorspor,Türkei,121,114,219953793
"Olympique St.-Quentin",Frankreich,115,106,219882823
"FKV Huddinge",Schweden,137,130,219876782
"VfR Neuenkirchen",Deutschland,123,78,219699472
"Veneto Noale",Italien,130,122,219658822
"Hpa-An FC",Myanmar,113,106,219658379
"FV Aranda de Duero",Spanien,143,130,219635641
"Olympique Sica","Zentralafrikanische Republik",138,130,219604162
"Young Boys BA",Argentinien,133,125,219523547
"CSKA Poma",Tadschikistan,108,103,219431049
"Athleticó Témara",Marokko,142,134,219426408
"Uni Mexiko City CF",Mexiko,131,121,219309597
"Persija Lamongan",Indonesien,136,129,219270215
"Baschko Ufa",Russland,130,122,219267321
"Al-Azraq Hilal",Sudan,133,125,219266750
"SCU Sassuolo",Italien,201,128,219023051
"AS Ore-Nuna",Tahiti,118,110,218990555
"AS Hienghène Theen",Neukaledonien,134,128,218762080
"Uni Condes",Chile,112,104,218738761
"Volcano PFC",Montserrat,122,114,218540360
"Chrystil Pal FC",Sri Lanka,127,105,218496914
"Lipany FK",Slowakei,123,116,218368566
"FK Bath","St. Kitts und Nevis",135,127,218359232
"VFC Sunny","St. Vincent und die Grenadinen",132,125,218352068
"Makeleya Army Force",Äthiopien,132,125,218309939
"SSC Cova Lima",Osttimor,196,140,218164611
"DSC Pistols",Bermuda,135,129,218121057
"Sporting Pontisola",Italien,113,105,218067528
"FC Mbour",Lettland,118,110,217854238
"Nou Snim",Mauretanien,142,135,217647645
"Côte Praslin",Seychellen,131,123,217590874
"Al Te`al AC",Saudi-Arabien,133,125,217474569
"OSC Santos",Burkina Faso,149,141,217463750
"UCKA Moskva",Russland,135,85,217437207
"FC Samir Al",Kuwait,127,119,217392099
"Mencza Brzesko",Polen,121,114,217358492
"FC Štip 95",Mazedonien,134,126,217209209
"Fiskeri Esbjerg",Dänemark,218,141,216998224
"Changchun Yutui",China,120,112,216892860
"SC Championnat",Burundi,131,123,216850508
"Plana de Guayana",Venezuela,131,124,216801235
"Soccer Waitakere",Neuseeland,121,114,216776842
"NK Prijedor","Bosnien und Herzegowina",135,128,216721682
"FC Emperors",Barbados,118,110,216534133
"SC Táchira",Venezuela,137,129,216460648
"FK Kujond",Tadschikistan,121,89,216432851
"Motu Liku",Niue,137,125,216395821
"SC Kjaut",Kuwait,128,120,216395253
"Cayon Tornados","St. Kitts und Nevis",137,129,216280557
"Krško CFC",Slowenien,133,125,216223454
"BFC Nomads",Malawi,121,114,216218950
"London`s Park Rangers",England,236,107,216134100
"LMS Lausanne 1943",Schweiz,200,105,215978179
"Rayon Nyanza",Ruanda,136,128,215976926
"River Paráná",Argentinien,124,117,215874775
"Maritzburg Galaxy",Südafrika,136,128,215867860
"FT \'84 Dasoguz",Turkmenistan,134,127,215849496
"LF Thisted",Dänemark,128,105,215796878
"Sportiva Polícia",Macau,124,116,215727939
"Lekzeh SC",Katar,126,111,215682055
"FC Matours",Guyana,138,131,215668043
"Athletic Athlone",Irland,146,135,215406034
"TC Ali Sabieh",Dschibuti,142,134,215204185
"KFL Kickers",Lesotho,157,150,215203359
"Mannsdorfer FC",Österreich,131,123,215131881
"Soccer Justicalpa",Honduras,138,131,215046784
"Hanka Espoo",Finnland,139,131,215009653
"Intra Sozopol",Bulgarien,132,127,214982313
"SA Rémire",Französisch-Guyana,129,122,214892204
"ASC Le Couscous",Guyana,135,127,214699924
"CD Yankel",Honduras,134,126,214681866
"CA Zacatecas 03",Mexiko,129,121,214587819
"Lougana FC",Lettland,129,121,214571720
"SC Mbare Stars",Simbabwe,115,107,214520500
"Montevideo Bohemios",Uruguay,133,126,214371123
"Slavonia Brdo",Kroatien,152,145,214326632
"SK Jeonju",Südkorea,145,109,214229051
"Nogomet Split",Kroatien,99,73,214168874
"Spartak Podbrezová",Slowakei,174,147,214074129
"SSV Hoffenheim",Deutschland,261,125,213877262
"Jhapul SC",Nepal,133,126,213678728
"TUN Ben Arous",Tunesien,139,131,213590083
"United Brikam",Gambia,133,125,213521075
"SA Tokat",Türkei,119,111,213452564
"Manzini Nomads",Swasiland,71,64,213369726
"Al Simowe",Irak,140,132,213034416
"Hocruxo Vigo",Spanien,101,94,213033597
"Inizio Gavorrano",Italien,108,99,212914520
"Avengers FC",Seychellen,133,125,212903261
"VIC Vibes","Amerikanische Jungferninseln",118,110,212841040
"Unión Chalatenango",El Salvador,133,126,212763846
"TPP Eshrim ",Mongolei,131,125,212756008
"Olympique Geel",Belgien,165,107,212621562
"Havant Princes",England,156,117,212269161
"Toten Raufoss",Norwegen,132,123,212217229
"Military CF",Liberia,133,125,212199196
"Tombola Tuzla","Bosnien und Herzegowina",94,87,212191036
"ASC Kilmarnock",Schottland,199,140,212188299
"Rivière Mapou FC",Mauritius,131,125,212044724
"FC Kong Thap Thai",Thailand,141,134,212006168
"Swansea Town",England,184,102,212000564
"Seraing United",Belgien,120,80,211980775
"Royale Mzuzu BFC",Malawi,129,122,211967919
"Vlok Plovdiv",Bulgarien,116,110,211952973
"OA Nikosia",Zypern,100,79,211917099
"Soccer Madritz",Nicaragua,136,128,211876283
"Limp Polokwane",Südafrika,126,118,211874814
"Dream Gallery FC",Hongkong,82,74,211828214
"Parham City","Britische Jungferninseln",131,123,211610078
"SC Guédiawaye",Senegal,136,128,211469729
"Salguar FC",Indien,135,128,211457638
"RSE Winkel",Belgien,178,122,211341623
"Al Uhed SC 1988",Libanon,137,130,211334471
"Wusmeta Sodo",Äthiopien,121,114,211292185
"KN Galebi",Slowenien,136,128,211267591
"Nassau Futstars",Bahamas,124,117,211157084
"Stenhousemuir SSC",Schottland,125,115,211028987
"Hills Kickers",Anguilla,137,129,210983652
"AEK Elefsina",Griechenland,115,107,210978778
"USC Coronado",Costa Rica,127,119,210745995
"Zelen Banovići KF","Bosnien und Herzegowina",97,89,210712629
"Eintracht Rudolstadt",Deutschland,173,84,210627211
"Atletic Pembroke",Malta,122,114,210566167
"Armería Luque",Paraguay,131,123,210484037
"ET Bankers",Äthiopien,138,130,210340733
"Astard FC","Vereinigte Arabische Emirate",128,112,210322627
"Électrique BF",Burkina Faso,125,118,210274750
"RFC Police",Montserrat,138,130,210183635
"Al Ewaki FC",Libyen,131,124,210179143
"Edmonton Stars","Vereinigte Staaten",168,85,210032211
"Wakiso WT Snakes",Uganda,85,77,209965482
"Brasil Paraná",Brasilien,87,79,209896507
"Sportiva Leioa",Spanien,101,91,209876674
"Pallasaarja Oulu",Finnland,135,127,209868991
"FK Lemkek",Kirgisistan,145,138,209777626
"KF Welski Sofia",Bulgarien,124,117,209765040
"Elá Merengues",Äquatorialguinea,136,128,209718739
"Zmajevi Gradačac","Bosnien und Herzegowina",72,64,209715891
"Olympique Salé",Marokko,138,130,209714124
"FAN Burkina",Burkina Faso,137,129,209401705
"FK Alger Bishkek",Kirgisistan,136,129,209309480
"PCC Chieri",Italien,170,131,209309439
"BFC Conaree","St. Kitts und Nevis",122,114,209299978
"Cheminots LCF","Demokratische Republik Kongo",119,113,209161194
"Sportiva Palmerinha",Brasilien,130,123,209154648
"FC Phynx",Gibraltar,107,99,209019093
"Dordogne Trélissac",Frankreich,118,110,208998669
"Union Kutaisi",Georgien,103,95,208756107
"Preußen Schweinfurt",Deutschland,76,48,208634787
"Thraki Komotini",Griechenland,135,127,208616329
"Sportivo Pasto",Kolumbien,139,133,208547649
"International Saipan","Nördliche Marianen",133,126,208520907
"Clonmel Town",Irland,134,127,208506440
"Niagara City CF",Kanada,121,114,208390296
"SCB Blazers",Bermuda,127,119,208353076
"Habicht Nangarhar FK",Afghanistan,124,117,208305077
"KF Slum Boys",Kenia,159,147,208101612
"Java Bekasi",Indonesien,135,127,207981678
"Union Yangon",Myanmar,134,128,207957226
"SC Cheliff",Algerien,93,85,207833314
"AD Depor Generaleña",Costa Rica,134,126,207786599
"Dakota Athletic",Aruba,135,127,207775046
"Salappa Pori",Finnland,216,166,207744967
"Ilfov Chiajna",Rumänien,121,113,207728732
"Sportivo AS Luis",Mexiko,136,130,207618278
"Dinamo Plovdiv",Bulgarien,107,99,207544665
"GFC Gouyave",Grenada,137,129,207533013
"Ussi Yerevan",Armenien,122,114,207481322
"Alliance Bradford",England,142,86,207450148
"Sportivo Jujuy",Argentinien,136,129,207412078
"Juventus Bern",Schweiz,107,62,207407753
"Tanabata Sendai",Japan,195,132,207256472
"ZRZ Bizerte",Tunesien,132,125,207202504
"Inter San Lorenzo",Paraguay,124,117,207158584
"RSD Casablanca",Marokko,107,99,207118121
"Guiseley United",England,49,41,207057431
"Paihere CF","Nördliche Marianen",120,111,207045682
"SAT Velsen",Niederlande,137,109,206979710
"FC Demoiselle",Barbados,140,133,206969950
"Dynamit Budějovice",Tschechien,121,114,206932514
"FKP Timișoara",Rumänien,186,117,206913516
"SFC Sigaar",Suriname,139,131,206889443
"Paúl Pombas",Kap Verde,216,140,206811029
"AS Cornella",Spanien,93,83,206782486
"Union Saint-Denis",Réunion,126,118,206577356
"Siêu Long An",Vietnam,108,100,206549466
"Uni Rondonopolis",Brasilien,133,125,206530474
"Taga Suglia CF",Philippinen,134,127,206494610
"FC Kalte",Estland,130,112,206454111
"SKU Soana",Uganda,137,129,206324861
"Ballybofey FC",Irland,86,80,206254240
"AS Cailungo",San Marino,125,117,206194785
"Olympique Mont-Dore",Neukaledonien,151,137,206186799
"Makepekepe United",Simbabwe,124,116,206169848
"Club DJ Buenos Aires",Argentinien,115,108,206064377
"Gontougo Tanda",Elfenbeinküste,135,127,205934236
"IFF Örebro",Schweden,130,121,205905180
"Palaises FC",Papua-Neuguinea,152,124,205890875
"Para Hydra",Algerien,120,115,205779271
"Unión Yabucoa",Puerto Rico,134,126,205702847
"AFC Cayes",Haiti,132,125,205698817
"Fox Will FC",Nicaragua,136,129,205697489
"Sporting Portuguese",Macau,130,123,205640777
"Moreton Bay Jets",Australien,167,109,205565858
"Olimpic Cobh",Irland,133,111,205495544
"Utulei FV",Amerikanisch-Samoa,102,95,205280640
"EFC Adama",Äthiopien,123,116,204993888
"Annan SC",Schottland,111,100,204843538
"Napoli Calcio",Italien,83,70,204776175
"Grafiká Vlašim CF ",Tschechien,126,118,204720113
"FS Serravalle",San Marino,134,126,204588350
"Academy Solihull",England,123,115,204510790
"FC Valenci",Malediven,133,126,204471315
"Neo Halifad",Ghana,137,127,204356348
"SC Seafighter",Anguilla,134,127,204269064
"Novo Dragons",Benin,113,106,204256072
"CD Reconquista Juniors",Argentinien,151,144,204205065
"Al Ehbad SC",Syrien,137,129,204162014
"Sitruau AFC",Bahrain,132,124,204091506
"SC Hull","Turks- und Caicosinseln",136,128,204079973
"Dalmatia Solin",Kroatien,123,116,204053854
"Phoenix Gwangju",Südkorea,136,129,203934454
"EXP Wankuluku",Uganda,133,126,203889755
"Royal Mabalabala",Swasiland,114,106,203850614
"TKF 1915 Šamorín",Slowakei,116,108,203805322
"Petróleo Mineração",Angola,98,90,203637711
"Naft Mersan SC",Irak,129,121,203556415
"Madrid Allstars","Britische Jungferninseln",126,119,203550172
"Sporting Bel-Abbès",Algerien,138,130,203330893
"SH Hammarby",Schweden,233,128,203239241
"Army of Nepal SC",Nepal,120,109,203140146
"Nikko Selebi-Phikwe",Botswana,138,131,203098271
"US Sochaux",Frankreich,176,117,203006663
"AS Isla Juve",Kuba,137,129,202989711
"CF Talcahuano",Chile,140,132,202980599
"Tolmin CF",Slowenien,85,77,202956120
"East End Fortune",Anguilla,134,126,202736928
"Adidjan Ville",Elfenbeinküste,122,73,202517351
"Viitor Râmnicu Vâlcea",Rumänien,125,119,202490141
"AS Bourg-Péronnas",Frankreich,158,124,202322752
"AFC San Nicolas",Aruba,133,125,202282369
"CA Estordiantes de LP",Argentinien,122,114,202272072
"Rifā SC ",Bahrain,127,119,202263957
"Charleroi Zèbre ",Belgien,104,96,202212981
"Sporting Curitiba",Brasilien,105,79,202096353
"CD Victory",Honduras,133,125,202061713
"SKF Gwangyang",Südkorea,107,99,202059869
"FC Georgetown","St. Vincent und die Grenadinen",112,105,202013859
"Segou Barouéli",Mali,121,114,202006386
"RSD Lucena",Spanien,103,98,202002023
"Shewajins FC",Indien,135,127,201989710
"Accrington Albion",England,126,88,201902385
"Energy FT",Turkmenistan,84,77,201889486
"SC Iracoubien",Guyana,130,123,201829924
"Uni Murcia",Spanien,167,122,201816516
"Marigot CF",Dominica,136,129,201728374
"Northampton Cobs",England,187,94,201624859
"A\'hu Ulekia",Tonga,145,138,201487227
"Khaluel AC",Palästina,133,126,201407046
"FC Yaundou",Kamerun,134,128,201302011
"Unión Elda",Spanien,130,123,201301069
"Canaria Las Palmas",Spanien,206,109,201235086
"Sheat FC Nabe",Libanon,141,133,201205390
"FC Al Halui",Bahrain,134,129,201192569
"Bright Stars C.F.",Martinique,92,85,201087731
"Intra Pula 1948",Kroatien,90,79,201086396
"Depor Doradas 92",Kolumbien,109,101,201059187
"FC Jalapa",Nicaragua,136,129,201052717
"Army SC Pakistani",Pakistan,138,131,201035122
"Unión PA Barranca",Kolumbien,127,121,200930520
"Maidenhead Doves",England,69,61,200772685
"Onoare Buzău",Rumänien,131,124,200751651
"SK Utrecht",Niederlande,144,104,200744189
"Gangan Kindia",Guinea,180,153,200719659
"SV Centro Willemstad",Curaçao,128,120,200715363
"Royal Londerzeel",Belgien,138,127,200668116
"CDYS Visa",Honduras,135,128,200410687
"ST Betio CF",Kiribati,106,98,200371408
"SL Martin 1995",Slowakei,125,117,200366467
"Juta Melle FC",Bangladesch,134,127,200356645
"Sportivo Frosinone",Italien,90,62,200306937
"AS Mohato",Gabun,97,90,200258986
"IF Ranheim",Norwegen,141,133,200247637
"Slavyani Sofia FK",Bulgarien,182,137,200052897
"Juve Gualeguaychú 07",Argentinien,139,131,199975482
"Jahn Wiedenbrück",Deutschland,99,53,199867834
"Virtus Montecatini",Italien,141,134,199846354
"FC Ville dos Claro",Kuba,131,124,199779048
"Uni Sucre",Bolivien,133,126,199672338
"Fáaðfara Reykjavík ",Island,140,81,199655928
"Champagne Vientiane",Laos,137,130,199531125
"AC Toulon Foot",Frankreich,96,86,199432514
"Horse Peg FC",Hongkong,120,114,199414536
"Asbemma FC",Eritrea,131,123,199379307
"Cacique Assunción",Paraguay,135,127,199370103
"Vincy Union","St. Vincent und die Grenadinen",137,131,199363613
"FC Zgharta",Libanon,135,128,199361657
"Tripol 1907 AC",Libanon,132,124,199296427
"KF Olsztyn",Polen,173,129,199227201
"AS Stadi Mando",Gabun,139,110,199206344
"Pasaquina Burros",El Salvador,125,119,199152396
"FC Anker Perm",Russland,113,104,199129236
"Volgar Saratov",Russland,110,102,199128252
"Vezo Toliara",Madagaskar,127,119,199037557
"CF Eibar",Spanien,157,92,198988584
"Rayo Cusco",Peru,171,82,198831387
"Unión Cartagena",Kolumbien,131,123,198811280
"Atletism Balotești",Rumänien,113,105,198757968
"Unio Gozzano 1925",Italien,141,133,198730965
"Club Mestre Venezia",Italien,96,87,198678216
"Athletico Ben Guerdane",Tunesien,133,127,198669782
"AF Dcheïra",Marokko,131,124,198653395
"Al Wehdu FC",Jordanien,137,131,198639877
"Afonja Ilorin",Nigeria,134,127,198621730
"BO Praha 1903",Tschechien,111,95,198619540
"Tamakautoga Dragons",Niue,117,109,198599653
"AS François",Martinique,137,129,198537282
"Nafta `79 FC ",Irak,137,129,198518130
"Saint Paul\'s Strikers","St. Kitts und Nevis",144,136,198517597
"Cascade Lions",Seychellen,129,121,198471631
"Victoria Cerrito",Uruguay,137,129,198426816
"Abymes FC",Guadeloupe,138,130,198307977
"Al Urambue FC",Jemen,151,136,198131831
"Al Merinan ASC",Libyen,138,131,198073748
"Unido Arabiatta",Panama,124,117,197912912
"FC Managua ",Nicaragua,109,101,197900779
"Nnwei Warriors",Nigeria,134,127,197886387
"KF Bacău",Rumänien,134,126,197860888
"US Jessheim",Norwegen,120,110,197790291
"Benfica Luxemburg",Luxemburg,138,95,197697011
"Jizera Boleslav",Tschechien,140,132,197618937
"Young Boys Monrovia",Liberia,131,123,197554220
"Olympique Dioa",Lettland,128,120,197539717
"East District SC",Hongkong,128,120,197405525
"RFC Monaco",Frankreich,164,105,197396189
"Tongoma Diamonds",Sierra Leone,132,124,197303403
"Thim City FC",Bhutan,132,124,197089790
"Al Sulemani SC",Kuwait,125,117,197083532
"ASS Gibraltar",Gibraltar,102,92,197079224
"SC Saint Maroni",Französisch-Guyana,130,122,197038949
"AF Selayang",Malaysia,133,126,196976139
"Al Lifat FC",Syrien,139,131,196939355
"MFC Rivière",Martinique,138,130,196919283
"Tiburón de Aldosiwi",Argentinien,121,114,196824927
"SSC Forties","Antigua und Barbuda",136,128,196730517
"AFC Iravio",Madagaskar,118,113,196719127
"London Soccer Town",Kanada,135,127,196715799
"Estifal FC",Iran,136,128,196653301
"Inter Brno",Tschechien,172,126,196650022
"CD Urduliz",Spanien,128,121,196548968
"San Antonio FC",Panama,120,112,196515327
"AQ Fréjus-St.Raphaël",Frankreich,93,84,196310019
"FFV Ameciable",Vanuatu,111,104,196302548
"Pfalz Weiden",Deutschland,117,63,196042359
"Alichez Marrakesch",Marokko,117,109,195971642
"OL Grudziądz",Polen,145,137,195970867
"FC Kuantan Pahang",Malaysia,143,136,195953235
"CFC Fort-de-France",Martinique,134,126,195891754
"Civo Galaxy",Malawi,134,127,195861563
"Blau-Gelb Jena",Deutschland,173,105,195794245
"Dmino Stavropol",Russland,129,121,195789495
"Wong Tei SC",Hongkong,130,122,195708093
"Deportivo Tibás",Costa Rica,122,114,195554025
"Valla Léogâne",Haiti,122,114,195515059
"Starua București",Rumänien,151,104,195494693
"Unión Lima",Peru,120,112,195461924
"Irish St. Peter\'s",Montserrat,135,128,195441584
"Erana Malang",Indonesien,144,136,195437411
"United Suva",Fidschi,143,119,195393237
"ACR Police",Ruanda,123,115,195388796
"Schereo FC",Panama,134,126,195324746
"Káma Naberezhnye",Russland,130,122,195171328
"WFC Savonetta","Trinidad und Tobago",170,126,195138418
"Spartak Žilina",Slowakei,152,132,195135097
"FC Shmuk",Israel,120,112,194846222
"San Juan CF 88",Argentinien,133,125,194785062
"That Kark FC",Jordanien,128,120,194757554
"Persika Jakarta",Indonesien,113,106,194686365
"CD Soccer Juniors",Argentinien,207,97,194655041
"Al Temala",Irak,124,116,194650891
"TUS Leoben",Österreich,120,76,194557291
"Academic SC Bam",Kamerun,139,131,194545745
"Park Rangers NCF",Sambia,180,134,194541530
"UFK Mazaalay",Mongolei,126,118,194531825
"STG Sannois Foot",Frankreich,126,107,194465680
"Union Kadiogo",Burkina Faso,136,129,194459731
"Gaborone Universe",Botswana,131,124,194426716
"Kikwanushi ZC",Sansibar,112,104,194250296
"FK Novi Zagreb",Kroatien,182,108,194221447
"FF Gerasdorf",Österreich,175,105,194194088
"Muqdisho Town",Somalia,125,118,194171836
"West Cobra FC",Guam,118,110,194028472
"ZA Ebro",Spanien,150,140,194005355
"Newtown Reds","St. Kitts und Nevis",132,125,193964549
"Dithmarschen Heid",Deutschland,116,58,193839885
"Lusaka Bankers",Sambia,160,137,193764274
"FC La Quebana",Kuba,145,116,193750161
"Kanoon Sports","Nördliche Marianen",136,128,193692562
"ISK Grindavík",Island,87,69,193679758
"Cnopty Taraz",Kasachstan,110,100,193675213
"Olympique Nianan",Mali,136,129,193654585
"Isla Krk",Kroatien,95,87,193623176
"ÚJ Budapest FC",Ungarn,148,117,193592071
"Olympique Batna",Algerien,130,123,193488381
"Shabab Al Dira FC",Palästina,141,133,193366057
"VFC Zlaté Moravce",Slowakei,138,131,193335483
"KVC Tubize 55",Belgien,157,116,193281584
"LS Uni Loja",Ecuador,140,133,193275677
"VGI Uddevalla",Schweden,109,101,193252181
"Zilka Har FC",Guam,122,115,193210781
"Délkeleti Kispest",Ungarn,115,95,193171272
"Bissau SSC",Guinea-Bissau,123,115,193089663
"Burnley Clarets",England,178,86,193045377
"Real Cali",Kolumbien,140,132,193017150
"VfL Steinbach",Deutschland,217,106,192942167
"Urus Antriòl S.V.",Bonaire,131,123,192928425
"Międzynar Bełchatów",Polen,130,125,192850446
"BA Boys",Argentinien,134,127,192814554
"Glentory Belfast",Nordirland,159,102,192745587
"AD Caxias do Sul",Brasilien,136,129,192719738
"Atlético San Francisco",Argentinien,126,119,192683082
"VL Degerfors",Schweden,114,106,192635473
"FC Sporting Brikama",Gambia,130,123,192573375
"União Chibuto",Mosambik,121,113,192409964
"Expreso Cruz-Tomba",Argentinien,136,128,192372778
"Racing Ebenez",Äquatorialguinea,118,110,192345733
"Al Hittadu SC",Libyen,110,104,192133008
"FK \'98 Dushanbe",Tadschikistan,122,114,192076745
"Verts Oujda ",Marokko,136,124,192034055
"Racing Temperley",Argentinien,135,129,191896656
"NES Famagusta",Zypern,134,126,191867033
"SC Belmopan Mugger",Belize,186,128,191768843
"SC Johor Selatan",Malaysia,128,120,191760408
"Sportivo Rosario",Argentinien,109,75,191638757
"ZD Dordrecht",Niederlande,176,132,191601332
"Mahen FC",Indien,134,126,191447633
"Futból Comunicacio",Guatemala,137,129,191367772
